text,category
"The cheque I sent a few days ago has not been deposited yet, what is the hold up?",balance_not_updated_after_cheque_or_cash_deposit
What is this extra fee that I got when I used my card to pay?,card_payment_fee_charged
How do I cancel a recent transfer?,cancel_transfer
What type of card can I get?,visa_or_mastercard
To receive money are there charges?,top_up_by_bank_transfer_charge
I sent payment with EU transfer and they still haven't received it. How long does it take?,pending_transfer
The ATM kept my card?,card_swallowed
"Can my daughter also have a card issued in her name, but linked to my account?",getting_spare_card
"I used my card to top up, but now I don't see the money in my account.",topping_up_by_card
I was just needing to know why my card got declined,declined_card_payment
How can I go about getting a refund?,request_refund
I noticed the currency exchange rate was incorrect after paying for something in a foreign country.,card_payment_wrong_exchange_rate
use my credit to add money,supported_cards_and_currencies
What are the steps for changing my passcode?,passcode_forgotten
Is my new card activated?,activate_my_card
I sees some suspicious spending on my credit card that I don't recall I had made. What should I do?,compromised_card
What can I do with a disposable virtual card?,get_disposable_virtual_card
How can I get my Google pay top up to work?,apple_pay_or_google_pay
"i am not a premium customer but i want a virtual card, how do i get it",disposable_card_limits
"Can you please assist me in Apple Pay, in getting Top Up to work?",apple_pay_or_google_pay
I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,contactless_not_working
I did not receive the right amount of cash I requested,wrong_amount_of_cash_received
I have a trip coming up and want to add money automatically.,automatic_top_up
I am trying to find out how to exchange currency X with currency Y.,exchange_via_app
What should I do if someone stole my phone?,lost_or_stolen_phone
Am I able to use Apple Pay?,apple_pay_or_google_pay
"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?",lost_or_stolen_card
"I locked myself out of my account, how do I unblock my PIN?",pin_blocked
It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money.,cash_withdrawal_not_recognised
Trouble with my top up,top_up_failed
My cash withdrawal isnt showing on my account,pending_cash_withdrawal
Why did the funds for one of my purchase come back to my account?,reverted_card_payment?
What are the limits to where my card will be accepted?,card_acceptance
I think my phone was stolen. What can I do?,lost_or_stolen_phone
need to know where money comes from,verify_source_of_funds
I need to transfer funds from China and quick expedition is crucial. Approximately how long does it take for a transfer from China to go through?,transfer_timing
I am looking to transfer some money from my other bank account into this one.,transfer_into_account
I can't seem to get my virtual card to work.,virtual_card_not_working
where can I get the info for my funds,verify_source_of_funds
My phone is missing or stolen.,lost_or_stolen_phone
I can't get google pay to work right.,apple_pay_or_google_pay
Can I have a third card?,getting_spare_card
why do i have to verify top up?,verify_top_up
What is your check-cashing policy?,top_up_by_cash_or_cheque
I want to be sure that everything is okay here. I just made a transfer from a UK account and it is still not showing up. How long does this typically take?,balance_not_updated_after_bank_transfer
What do I need to do to correct this failed transfer?,failed_transfer
Why didn't my transfer get to the recipient?,transfer_not_received_by_recipient
Why is  my  top  up for  my  new account  not  instant,pending_top_up
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,card_payment_fee_charged
Why am I not allowed to verify my id?,unable_to_verify_identity
Tell me what I need to do to activate my card.,activate_my_card
Hello. I'm trying to transfer some money to a friend but it keeps getting rejected. can you help me?,failed_transfer
I would like to know what your exchange rates are.,exchange_rate
Why is the payment from my card still pending?,pending_card_payment
What is the normal time to make an international transfer? I made one a few days ago that still hasn't arrived.,balance_not_updated_after_bank_transfer
"Is there something wrong with my top up I did an hour ago? it's still pending. I need that money, i cant afford to wait or have it come back to me.",pending_top_up
Need help with a stolen card.,lost_or_stolen_card
How come I can't find my payment?,reverted_card_payment?
"I tried topping off my account with a card, but the money is not in my account despite the charge going through",topping_up_by_card
It won't let me activate my card.,activate_my_card
I just transferred some money. Why was I charged a fee?,transfer_fee_charged
How can I change my PIN without going to the bank?,change_pin
Your machine took my card. How do I get it back?,card_swallowed
Do you have a limit for someone's age?,age_limit
"My bank app said that I got cash from an ATM, but that's a mistake.",cash_withdrawal_not_recognised
The ATM ate my card; how do I get a new one?,card_swallowed
Why was my top-up rejected?,top_up_failed
Can I use check to deposit?,top_up_by_cash_or_cheque
How can I find out where the funds are flow?,verify_source_of_funds
What's the limit to how much I can top up?,top_up_limits
How long before transferred money shows up?,balance_not_updated_after_bank_transfer
